Baran, 1000, pay sth, true, 2021-03-21, 11:31, 1 
Baran, 19000, pay debt, true, 2042-03-09, 11:31, 1 
Baran, 1000, pay sth, true, 1941-09-22, 11:34, 1 
Baran, 19000, pay debt, true, 2012-03-09, 11:34, 1 
Baran, 1000, pay sth, true, 1941-09-22, 11:50, 1 
Baran, 19000, pay debt, true, 2012-03-09, 11:50, 1 
Baran, 1000, pay sth, true, 1941-09-22, 12:42, 1 
Baran, 19000, pay debt, true, 2012-03-09, 12:42, 1 
Baran, 1000, pay sth, true, 1941-09-22, 12:42, 1 
Baran, 19000, pay debt, true, 2012-03-09, 12:42, 1 
Baran, 1000, pay sth, true, 1941-09-22, 12:43, 1 
Baran, 19000, pay debt, true, 2012-03-09, 12:43, 1 
Baran, 1000, pay sth, true, 1941-09-22, 12:43, 1 
Baran, 19000, pay debt, true, 2012-03-09, 12:43, 1 
Baran, 1000, pay sth, true, 1941-09-22, 12:43, 1 
Baran, 19000, pay debt, true, 2012-03-09, 12:43, 1 
Baran, 1000, pay sth, true, 1941-09-22, 12:44, 1 
Baran, 19000, pay debt, true, 2012-03-09, 12:44, 1 
Baran, 1000, pay sth, true, 1941-09-22, 12:44, 1 
Baran, 19000, pay debt, true, 2012-03-09, 12:44, 1 
Baran, 1000, pay sth, true, 1941-09-22, 12:44, 1 
Baran, 19000, pay debt, true, 2012-03-09, 12:44, 1 
Baran, 1000, pay sth, true, 1941-09-22, 12:48, 1 
Baran, 19000, pay debt, true, 2012-03-09, 12:48, 1 
Baran, 1000, pay sth, true, 1941-09-22, 12:49, 1 
Baran, 19000, pay debt, true, 2012-03-09, 12:49, 1 
Baran, 1000, pay sth, true, 1941-09-22, 12:50, 1 
Baran, 19000, pay debt, true, 2012-03-09, 12:50, 1 
Baran, 1000, pay sth, true, 1941-09-22, 12:52, 1 
Baran, 19000, pay debt, true, 2012-03-09, 12:52, 1 
Baran, 1000, pay sth, true, 1941-09-22, 12:52, 1 
Baran, 19000, pay debt, true, 2012-03-09, 12:52, 1 
Baran, 1000, pay sth, true, 1941-09-22, 12:53, 1 
Baran, 19000, pay debt, true, 2012-03-09, 12:53, 1 
Baran, 1000, pay sth, true, 1941-09-22, 12:53, 1 
Baran, 19000, pay debt, true, 2012-03-09, 12:53, 1 
Baran, 1000, pay sth, true, 1941-09-22, 12:53, 1 
Baran, 19000, pay debt, true, 2012-03-09, 12:53, 1 
Baran, 1000, pay sth, true, 1941-09-22, 12:54, 1 
Baran, 19000, pay debt, true, 2012-03-09, 12:54, 1 
Baran, 1000, pay sth, true, 1941-09-22, 13:17, 1 
Baran, 19000, pay debt, true, 2012-03-09, 13:17, 1 
